BookingID,UserID,BookingDateTime,TotalPrice,Status,ServiceType
143,27,2024-06-20 16:53:39,35753.58,Cancelled,Hotel
144,273,2024-08-27 13:49:41,10476.97,Cancelled,Hotel
145,223,2024-01-13 10:30:52,33998.8,Pending,Hotel
146,22,2024-04-09 19:20:37,2481.25,Completed,CarRental
147,172,2024-10-03 09:43:27,57106.08,Confirmed,Flight
148,173,2025-11-24 06:33:02,55605.99,Completed,Hotel
149,18,2024-01-25 22:33:05,10685.66,Confirmed,Flight
150,290,2026-04-02 06:43:37,6031.89,Confirmed,Bus
151,219,2025-12-09 11:46:29,3844.62,Completed,Flight
152,202,2024-07-01 23:30:04,57106.08,Pending,Flight
153,53,2024-02-05 02:39:17,11483.2,Confirmed,Hotel
154,200,2024-09-29 05:31:11,21590.75,Completed,Train
155,245,2025-03-22 14:42:21,18189.44,Confirmed,Hotel
156,156,2025-02-14 02:00:34,9556.02,Confirmed,Flight
157,104,2024-06-29 20:11:16,6634.96,Confirmed,CarRental
158,250,2024-03-27 23:02:21,5306.62,Pending,Bus
159,277,2025-10-20 11:12:14,185738.52,Pending,Hotel
160,9,2024-02-07 12:21:10,11051.4,Confirmed,Flight
161,73,2025-05-15 23:48:19,278607.78,Confirmed,Hotel
162,50,2025-04-12 22:15:14,631.09,Confirmed,Train
163,113,2024-03-05 07:22:40,28860.6,Cancelled,Flight
164,295,2025-07-12 05:00:00,7661.36,Completed,Train
165,125,2025-08-18 01:28:54,43723.44,Confirmed,Flight
166,146,2025-03-02 17:19:51,26008.23,Confirmed,Flight
167,20,2025-09-02 06:33:13,56377.92,Pending,Hotel
168,155,2024-12-22 15:14:51,49802.4,Confirmed,Hotel
169,277,2025-06-03 07:59:00,3384.38,Pending,Bus
170,100,2024-04-25 05:25:58,108621.48,Pending,Hotel
171,23,2024-02-25 23:28:43,15332.92,Completed,Flight
172,233,2024-02-14 03:48:06,1027.18,Confirmed,Train
173,167,2025-03-05 07:14:10,9481.99,Completed,Flight
174,111,2025-09-16 16:33:56,38893.71,Confirmed,Hotel
175,57,2026-05-22 16:56:58,31569.2,Pending,Hotel
176,296,2025-07-20 08:21:47,44545.5,Confirmed,Hotel
177,237,2024-10-12 00:31:41,5306.62,Cancelled,Bus
178,223,2025-08-16 08:05:51,4422.59,Confirmed,Train
179,254,2024-09-03 03:01:30,11452.2,Refunded,Bus
180,123,2025-10-25 03:18:12,7062.04,Confirmed,Hotel
181,299,2024-01-25 16:33:36,5643.52,Pending,Bus
182,198,2026-07-03 12:07:14,71567.12,Refunded,Flight
183,278,2025-08-12 07:32:31,3975.2,Confirmed,Hotel
184,287,2025-12-22 02:26:22,4635.92,Refunded,Bus
185,59,2025-10-26 17:25:17,5379.8,Confirmed,Bus
186,191,2024-12-19 16:28:18,71220.75,Pending,Hotel
187,273,2025-11-25 19:24:02,32618.08,Completed,Hotel
188,34,2024-07-11 16:40:14,18963.98,Confirmed,Flight
189,151,2025-03-02 19:42:46,10451.16,Confirmed,Hotel
190,267,2025-10-22 12:13:44,46852.92,Cancelled,Hotel
191,168,2025-05-12 21:36:12,15239.92,Refunded,Train
192,157,2024-06-24 09:27:59,49306.08,Confirmed,Hotel
193,275,2024-10-19 06:38:11,6172.18,Confirmed,Train
194,163,2024-12-18 05:23:11,5741.6,Completed,Hotel
195,164,2024-06-08 00:09:22,1601.94,Refunded,CarRental
196,243,2026-07-06 10:33:08,6972.16,Confirmed,Bus
197,113,2025-04-01 13:00:44,26449.44,Confirmed,Flight
198,143,2024-07-19 00:49:15,254660.16,Confirmed,Hotel
199,202,2024-07-18 17:51:26,213662.25,Completed,Hotel
200,198,2025-01-16 00:26:37,24293.4,Completed,Flight
201,227,2024-10-22 05:57:48,12142.0,Cancelled,Bus
202,244,2026-06-07 19:07:32,54465.08,Completed,Flight
203,213,2024-06-28 20:14:11,1703.78,Pending,Bus
204,155,2026-05-04 21:18:24,73959.12,Completed,Hotel
205,92,2025-05-18 23:28:33,53413.8,Confirmed,Flight
206,133,2025-10-05 17:19:55,6238.22,Confirmed,Flight
207,183,2024-06-16 01:55:32,51780.15,Completed,Flight
208,40,2025-06-10 07:03:23,5398.58,Confirmed,Bus
209,155,2024-10-04 13:11:56,49306.08,Confirmed,Hotel
210,84,2024-04-14 07:55:57,16153.65,Confirmed,Hotel
211,273,2025-12-30 20:03:55,108621.48,Confirmed,Hotel
212,176,2024-06-25 11:05:35,2727.21,Confirmed,Bus
213,67,2024-03-21 15:28:00,33698.08,Confirmed,Flight
214,50,2026-03-12 04:30:25,5741.6,Confirmed,Hotel
215,179,2024-12-26 05:50:44,3700.76,Refunded,Bus
216,145,2024-06-24 19:33:22,10644.53,Confirmed,CarRental
217,182,2025-01-23 15:26:26,23420.38,Confirmed,Hotel
218,185,2025-12-22 10:29:44,2679.55,Refunded,Bus
219,228,2024-08-19 20:10:02,50205.72,Cancelled,Flight
220,7,2025-11-21 17:54:01,73959.12,Confirmed,Hotel
221,87,2024-03-07 13:14:32,59710.88,Confirmed,Flight
222,143,2026-02-22 21:11:13,11874.12,Completed,Bus
223,249,2025-06-07 10:09:14,885.62,Confirmed,Bus
224,28,2026-04-30 02:29:02,1246.72,Pending,Bus
225,168,2024-06-05 11:01:22,12142.0,Confirmed,Bus
226,277,2025-07-13 00:38:36,2367.57,Confirmed,CarRental
227,227,2025-04-15 01:18:36,39087.75,Confirmed,Flight
228,57,2025-08-05 17:51:37,8821.04,Refunded,Bus
229,260,2024-02-27 14:14:59,64381.28,Completed,Hotel
230,165,2024-03-03 01:01:29,34127.01,Confirmed,Flight
231,50,2025-03-14 12:33:58,38893.71,Completed,Hotel
232,44,2025-12-05 02:23:05,18963.98,Completed,Flight
233,216,2024-09-30 00:44:34,125162.7,Pending,Hotel
234,200,2024-11-26 20:50:43,2121.39,Confirmed,Train
235,39,2026-05-10 19:30:32,5892.65,Confirmed,Flight
236,297,2024-04-07 21:32:56,42235.64,Completed,Flight
237,154,2025-03-19 19:39:32,16027.92,Completed,Flight
238,281,2024-07-03 00:40:38,3763.1,Refunded,Train
239,240,2024-10-01 23:13:34,7503.24,Refunded,Train
240,268,2024-07-24 13:15:46,9318.08,Pending,Flight
241,154,2026-05-14 15:51:07,10391.08,Cancelled,Flight
242,212,2024-09-30 10:27:03,7666.46,Confirmed,Flight
243,19,2024-07-25 05:48:07,46491.96,Completed,Flight
244,22,2026-01-09 17:41:20,2922.67,Confirmed,Flight
245,47,2025-02-10 05:07:03,8424.52,Confirmed,Flight
246,269,2024-09-14 18:04:30,12659.62,Confirmed,Flight
247,121,2025-03-09 07:56:14,21895.12,Confirmed,Flight
248,29,2025-05-17 19:25:22,2653.31,Completed,Bus
249,143,2026-06-19 05:16:33,64381.28,Completed,Hotel
250,18,2026-05-11 01:59:26,56962.36,Confirmed,Flight
251,122,2026-05-28 16:06:26,43723.44,Cancelled,Flight
252,131,2024-11-04 03:17:09,36099.58,Confirmed,Flight
253,209,2026-03-19 01:14:00,16041.08,Completed,Train
254,217,2026-06-16 03:39:19,456.78,Confirmed,Bus
255,168,2025-04-09 00:59:44,8203.78,Confirmed,Hotel
256,161,2025-08-12 02:59:38,21117.82,Confirmed,Flight
257,232,2025-05-04 04:51:39,23924.64,Completed,Flight
258,118,2026-07-17 03:14:22,24164.1,Pending,Flight
259,46,2025-01-11 06:11:38,29898.84,Confirmed,Flight
260,137,2024-10-21 17:59:31,6074.18,Cancelled,Flight
261,145,2026-01-14 06:53:40,21024.44,Cancelled,Flight
262,190,2025-08-19 23:33:54,29027.12,Pending,Flight
263,217,2026-01-23 21:44:35,13641.63,Completed,Flight
264,24,2024-01-06 09:14:07,142462.5,Refunded,Hotel
265,287,2024-02-12 21:08:05,57989.88,Confirmed,Flight
266,134,2024-04-29 11:24:20,1333.31,Confirmed,CarRental
267,135,2025-09-19 09:36:11,30788.98,Refunded,Flight
268,78,2025-07-23 23:56:09,21750.12,Pending,Flight
269,240,2025-03-22 04:13:27,54800.52,Pending,Flight
270,288,2025-05-11 16:39:59,17338.82,Pending,Flight
271,261,2026-04-22 09:55:55,27543.99,Confirmed,Hotel
272,49,2026-06-27 11:57:57,5235.04,Confirmed,Flight
273,166,2024-06-06 01:03:04,44481.39,Confirmed,Hotel
274,3,2024-12-03 01:35:47,18872.42,Pending,Flight
275,37,2025-07-14 21:55:43,38124.18,Cancelled,Flight
276,84,2025-02-01 14:39:02,73959.12,Completed,Hotel
277,159,2026-07-14 21:58:23,6552.01,Confirmed,Flight
278,47,2026-02-13 15:23:02,31614.7,Completed,Hotel
279,80,2025-05-22 19:11:51,16746.2,Refunded,Flight
280,245,2024-11-03 05:24:38,6073.77,Confirmed,Bus
281,283,2024-03-19 01:38:30,39989.8,Refunded,Flight
282,292,2026-04-12 09:13:31,10438.74,Completed,Flight
283,24,2024-03-26 15:09:18,16027.92,Completed,Flight
284,95,2024-03-21 21:59:34,3471.45,Completed,Train
285,250,2024-11-06 22:31:07,5611.16,Completed,Bus
286,97,2026-05-29 00:58:34,5225.58,Confirmed,Hotel
287,276,2024-07-14 03:08:04,2805.58,Completed,Bus
288,104,2024-10-28 20:43:56,14276.52,Cancelled,Flight
289,284,2024-10-24 01:20:51,151620.96,Pending,Hotel
290,250,2024-08-25 02:12:36,52982.64,Refunded,Flight
291,214,2026-06-29 17:14:01,325864.44,Confirmed,Hotel
292,177,2025-03-24 08:27:02,36310.32,Refunded,Flight
293,240,2024-05-14 10:40:55,7632.44,Cancelled,CarRental
294,185,2026-03-26 17:11:48,217242.96,Confirmed,Hotel
295,52,2026-03-23 15:08:43,22102.8,Pending,Flight
296,10,2025-01-02 09:29:44,5379.8,Completed,Bus
297,288,2024-08-17 17:42:28,4282.07,Completed,CarRental
298,54,2025-12-24 01:50:08,2403.18,Pending,Bus
299,53,2026-04-23 20:28:44,15807.35,Confirmed,Hotel
300,81,2026-01-15 10:38:09,10942.68,Pending,Bus
301,51,2024-06-06 23:33:35,12317.18,Completed,Flight
302,191,2026-01-02 15:06:36,12078.42,Completed,Hotel
303,210,2026-07-08 16:42:09,4322.34,Refunded,Bus
304,206,2026-03-01 05:58:58,12659.62,Cancelled,Flight
305,78,2026-07-13 20:55:08,2875.71,Confirmed,CarRental
306,284,2026-06-13 11:04:48,4374.61,Completed,Train
307,207,2025-04-01 23:26:34,21873.05,Confirmed,Train
308,102,2026-06-21 10:58:42,53380.2,Confirmed,Flight
309,267,2025-07-07 10:20:14,17847.9,Confirmed,Flight
310,133,2024-09-04 11:03:58,7932.59,Cancelled,CarRental
311,182,2024-05-06 01:44:16,43445.46,Confirmed,Hotel
312,298,2025-08-02 22:51:19,6098.6,Refunded,Train
313,294,2025-11-19 05:05:46,29911.68,Cancelled,Hotel
314,76,2025-12-29 15:29:56,17891.78,Cancelled,Flight
315,67,2025-05-02 07:49:12,23774.08,Pending,Flight
316,266,2026-03-08 14:22:24,263337.0,Completed,Hotel
317,214,2026-04-23 05:55:44,158017.92,Confirmed,Hotel
318,61,2025-09-08 14:52:38,21901.89,Confirmed,Flight
319,216,2024-02-19 11:06:38,42048.88,Completed,Flight
320,159,2025-08-02 16:28:13,6484.52,Completed,Bus
321,259,2025-10-13 16:46:55,5113.88,Pending,Bus
322,167,2024-04-01 22:44:49,111741.12,Cancelled,Hotel
323,24,2025-11-17 16:07:57,9109.7,Completed,Hotel
324,159,2025-07-28 23:29:22,55363.74,Confirmed,Hotel
325,292,2025-06-18 06:53:44,9495.76,Pending,Hotel
326,126,2026-04-29 21:06:03,45158.64,Pending,Flight
327,24,2025-05-18 00:50:49,35753.58,Completed,Hotel
328,87,2024-10-19 05:14:38,6275.05,Confirmed,Flight
329,31,2025-09-21 11:50:36,2885.68,Confirmed,Flight
330,62,2024-02-23 07:22:29,2380.98,Confirmed,Bus
331,238,2025-07-20 14:49:16,180272.16,Confirmed,Hotel
332,52,2024-09-09 20:11:46,69746.24,Confirmed,Flight
333,277,2024-06-21 08:55:33,7632.44,Refunded,CarRental
334,31,2025-05-08 09:57:02,13647.44,Completed,Train
335,262,2024-10-15 01:39:21,1399.58,Confirmed,Bus
336,222,2024-08-03 22:13:32,10644.53,Refunded,CarRental
337,176,2025-10-12 09:30:57,8742.12,Pending,Flight
338,236,2025-09-05 11:57:31,5221.34,Confirmed,Train
339,202,2025-07-05 02:57:16,6235.89,Confirmed,Hotel
340,5,2024-08-14 00:43:12,8207.01,Completed,Bus
341,114,2024-08-27 17:58:44,54465.08,Completed,Flight
342,57,2026-06-09 10:05:52,96571.92,Refunded,Hotel
343,290,2024-06-28 02:22:46,3486.08,Confirmed,Bus
344,12,2025-12-10 19:24:13,12357.52,Completed,Bus
345,27,2026-05-24 11:45:36,12329.72,Cancelled,Train
346,266,2025-04-22 18:02:35,16153.65,Completed,Hotel
347,13,2026-01-25 08:12:53,4790.75,Cancelled,CarRental
348,101,2024-06-17 11:59:12,13616.27,Completed,Flight
349,129,2024-09-10 03:55:34,32792.58,Pending,Flight
350,171,2025-06-16 08:37:10,3385.92,Confirmed,Bus
351,161,2026-06-30 02:22:03,32959.24,Confirmed,Flight
352,27,2024-10-28 13:53:18,37927.96,Cancelled,Flight
353,6,2025-04-09 13:58:41,456.78,Pending,Bus
354,14,2025-04-09 18:49:52,108621.48,Completed,Hotel
355,65,2025-10-14 18:31:42,15702.28,Completed,Flight
356,160,2025-08-21 15:52:07,6303.53,Refunded,CarRental
357,278,2026-03-05 05:18:07,63217.2,Confirmed,Hotel
358,30,2024-08-31 18:27:47,9315.72,Refunded,Train
359,104,2026-03-15 02:29:25,70643.52,Completed,Flight
360,170,2026-05-22 21:03:33,3975.2,Completed,Hotel
361,239,2025-09-30 07:45:36,32618.08,Confirmed,Hotel
362,226,2024-07-18 22:59:10,18266.84,Completed,Flight
363,284,2024-09-08 06:30:01,20688.18,Confirmed,Flight
364,108,2024-11-08 16:36:35,16908.54,Confirmed,Flight
365,223,2026-06-18 02:22:49,7851.14,Confirmed,Flight
366,163,2025-09-05 15:38:20,5455.55,Confirmed,Train
367,144,2026-06-12 04:36:15,8417.91,Refunded,CarRental
368,241,2026-03-20 22:23:14,41530.88,Confirmed,Flight
369,192,2025-06-22 17:35:46,35130.57,Pending,Hotel
370,299,2025-10-27 01:19:57,10685.66,Confirmed,Flight
371,81,2026-05-12 13:37:14,27543.99,Completed,Hotel
372,173,2025-03-12 16:25:33,81527.44,Pending,Hotel
373,163,2024-10-06 13:55:18,8239.0,Confirmed,Flight
374,142,2024-08-21 03:34:58,8669.41,Confirmed,Flight
375,129,2024-11-05 09:59:34,2616.82,Confirmed,Bus
376,178,2026-03-12 14:42:08,3086.09,Cancelled,Train
377,263,2026-02-18 05:26:06,36868.6,Cancelled,Flight
378,265,2025-08-24 20:07:12,10729.8,Pending,Bus
379,44,2024-11-16 06:50:21,8821.04,Cancelled,Bus
380,66,2024-11-08 00:21:08,5997.96,Pending,Train
381,215,2025-03-11 14:41:10,13616.27,Refunded,Flight
382,294,2026-06-06 14:13:54,62782.44,Cancelled,Flight
383,292,2025-04-07 23:15:55,5342.83,Completed,Flight
384,120,2024-10-25 19:05:33,65010.8,Confirmed,Hotel
385,106,2024-05-13 07:29:18,177332.7,Completed,Hotel
386,235,2024-10-09 07:20:37,10074.31,Confirmed,CarRental
387,127,2025-06-22 11:58:28,126230.58,Pending,Hotel
388,153,2025-02-04 22:19:10,47212.74,Confirmed,Hotel
389,49,2025-02-06 01:35:23,8749.22,Confirmed,Train
390,112,2026-07-19 17:58:02,2013.09,Cancelled,CarRental
391,189,2024-03-19 03:49:51,8905.59,Refunded,Bus
392,237,2025-01-25 12:30:43,3374.04,Cancelled,Train
393,249,2025-04-17 02:29:03,108621.48,Confirmed,Hotel
394,91,2024-10-28 04:31:12,3900.3,Refunded,Bus
395,140,2024-06-06 16:02:37,11532.9,Completed,Flight
396,194,2026-02-24 07:20:42,24206.88,Confirmed,Flight
397,33,2024-08-13 03:31:01,1631.27,Confirmed,Bus
398,278,2025-02-08 15:34:43,16177.92,Confirmed,Flight
399,189,2024-02-14 02:27:05,49283.64,Confirmed,Hotel
400,292,2024-06-24 09:10:22,27420.06,Confirmed,Hotel
401,69,2024-12-06 06:23:00,3239.67,Completed,CarRental
402,11,2025-09-23 04:31:00,62782.44,Completed,Flight
403,228,2026-01-26 11:58:02,15750.92,Confirmed,Flight
404,148,2026-02-07 00:51:45,12954.45,Confirmed,Train
405,196,2025-06-17 11:42:37,15807.35,Confirmed,Hotel
406,27,2025-10-11 05:09:10,16849.04,Confirmed,Flight
407,121,2025-06-03 02:50:45,7422.69,Cancelled,Bus
408,128,2024-11-06 10:23:21,6634.96,Pending,CarRental
409,86,2025-04-27 16:04:12,127959.66,Cancelled,Hotel
410,80,2026-04-19 17:32:56,3234.32,Confirmed,Bus
411,90,2024-09-20 13:51:06,22378.11,Pending,Flight
412,247,2024-03-14 12:07:57,2261.68,Confirmed,Bus
413,192,2025-01-28 17:49:26,44481.39,Completed,Hotel
414,64,2025-01-29 20:35:35,29898.84,Confirmed,Flight
415,261,2025-12-27 17:47:24,10941.52,Completed,Bus
416,15,2025-12-15 23:29:45,61577.96,Confirmed,Flight
417,83,2024-01-13 04:15:00,175558.0,Confirmed,Hotel
418,266,2026-07-20 06:52:29,29837.48,Cancelled,Flight
419,155,2025-05-27 19:24:47,167333.58,Cancelled,Hotel
420,46,2024-04-21 23:09:45,1411.98,Completed,Train
421,252,2024-01-02 03:31:37,11899.84,Confirmed,Bus
422,88,2024-06-29 13:38:26,4806.36,Confirmed,Bus
423,103,2024-03-01 06:39:10,45241.72,Confirmed,Flight
424,44,2025-01-21 04:32:22,3952.2,Completed,Flight
425,52,2024-01-10 02:13:22,2205.26,Completed,Bus
426,267,2026-02-18 09:40:43,60443.2,Pending,Hotel
427,173,2025-01-14 12:29:27,1540.77,Completed,Train
428,52,2024-01-04 16:38:09,3625.7,Cancelled,Bus
429,189,2025-04-07 22:30:48,15676.74,Pending,Hotel
430,24,2026-04-06 11:51:07,41067.12,Pending,Flight
431,42,2024-12-22 15:34:47,9720.24,Pending,CarRental
432,52,2026-01-21 14:00:44,231054.12,Completed,Hotel
433,259,2024-02-02 04:39:19,5576.64,Pending,Bus
434,281,2026-06-14 16:59:44,2121.39,Confirmed,Train
435,46,2024-04-18 15:50:02,48533.76,Confirmed,Flight
436,244,2026-07-08 04:28:54,2054.36,Confirmed,Train
437,295,2026-02-23 21:52:12,29654.26,Confirmed,Hotel
438,224,2026-04-07 08:29:47,28585.23,Confirmed,Flight
439,1,2024-11-14 02:15:11,28860.6,Refunded,Flight
440,65,2025-06-16 21:54:15,16848.47,Confirmed,Flight
441,234,2024-05-30 21:53:55,10875.06,Completed,Flight
442,64,2024-10-07 20:53:51,42653.22,Pending,Hotel
443,193,2024-03-01 12:07:45,6158.4,Confirmed,Train
444,27,2026-06-05 06:31:04,5850.45,Pending,Bus
