FlightID,Airline,DepartureAirport,ArrivalAirport,DepartureDateTime,ArrivalDateTime,Price,AvailableSeats
135,Air India Express,KUU,VNS,2025-03-20 17:27:15,2025-03-20 19:57:15,16984.64,77
136,Air India,DEL,PNQ,2025-01-24 04:16:16,2025-01-24 10:16:16,13538.71,180
137,Air India Express,PNQ,IXC,2025-05-05 20:06:02,2025-05-06 00:06:02,6813.86,119
138,Vistara,GAU,UDR,2026-01-05 11:13:45,2026-01-05 14:13:45,10558.91,127
139,Vistara,STV,HYD,2026-08-19 11:39:33,2026-08-19 14:09:33,7300.63,11
140,Akasa Air,DED,AMD,2024-10-25 00:35:25,2024-10-25 03:35:25,17436.56,148
141,Vistara,KUU,IDR,2025-08-27 05:32:56,2025-08-27 08:02:56,5949.3,145
142,Go First,AMD,NAG,2025-11-22 09:22:08,2025-11-22 15:22:08,12659.62,125
143,Go First,STV,CCU,2025-12-22 06:09:45,2025-12-22 08:09:45,11108.71,47
144,Air India Express,GAU,UDR,2024-04-30 19:04:34,2024-04-30 20:04:34,16001.17,171
145,Air India Express,BOM,DED,2024-01-14 15:00:53,2024-01-14 17:00:53,12480.44,17
146,Vistara,SLV,MAA,2024-01-19 07:57:48,2024-01-19 13:57:48,3185.34,163
147,IndiGo,VNS,ATQ,2026-09-16 17:45:44,2026-09-16 18:45:44,10875.06,105
148,IndiGo,DEL,BHO,2025-07-16 19:30:20,2025-07-16 22:30:20,10386.12,178
149,Akasa Air,VNS,IDR,2025-01-02 03:53:46,2025-01-02 05:23:46,4627.03,49
150,Air India Express,ATQ,BHO,2025-05-31 12:54:17,2025-05-31 15:54:17,8669.41,95
